,Presion,Temperatura,Peso,Flujo,H2,Hidrogeno
0,0.973777777,0.8420449780000002,0.99302422,0.9010532609999999,8.74954979000026e-05,0.206504375
1,0.9917993540000001,0.9488573290000002,0.650953072,0.9035034959999999,0.00030617824100000093,0.04045243600000001
2,0.9917993540000001,0.9488573290000002,0.650953072,0.791433192,0.00030617824100000093,0.04045243600000001
3,0.997347623,0.9874768430000002,0.807641187,0.8024595299999999,0.00040887500599999776,0.38145215600000004
4,0.992266475,0.936984164,0.9740211280000001,0.657945828,8.291880010000224e-05,0.4962753350000001
5,0.9974975789999999,0.8456953740000002,0.759692723,0.696699761,0.0003050894920000027,0.07350825849999998
6,0.976794441,0.8874868430000002,0.999119362,0.655412389,7.882401339999794e-05,0.91589647
7,0.976590237,0.9443450600000001,0.9985544160000001,0.657885977,3.4883084499998745e-05,0.4962753350000001
8,0.980743788,0.8470799239999999,0.789769028,0.696245449,5.5525129200000736e-05,0.009921358959999986
9,0.999870126,0.9779474220000003,0.758395223,0.444429123,0.0002992723600000004,0.983106233
10,0.9924703850000001,0.8857854170000001,0.9742875489999999,0.6554722409999999,8.767697109999753e-05,0.91589647
11,0.9917993540000001,0.9451678080000001,0.897635816,0.973523168,0.0001574435069999991,0.65924707
12,0.973777777,0.844727683,0.986929833,0.604457211,4.8013111599997e-05,0.985490437
13,0.998888718,0.9868776530000002,0.807641187,0.815884401,0.00010330600500000055,0.912666739
14,0.922103711,0.9814701899999999,0.786602788,0.696245449,5.52770978000024e-05,0.009921358959999986
15,0.9905006160000001,0.9488573290000002,0.650953072,0.791433192,0.00030617824100000093,0.04045243600000001
16,0.9972593849999999,0.875711523,0.76448018,0.727964484,0.000361720179000001,0.132360558
17,0.877117969,0.6498286560000002,0.9628926369999999,0.27286038200000007,6.685460090000184e-05,0.9563202900000001
18,0.9923947190000001,0.8418373380000002,0.9949189479999999,0.8963357129999999,5.0792567800002366e-05,0.65777943
19,0.9917993540000001,0.9451678080000001,0.897635816,0.98956871,0.00016043491899999935,0.672449754
20,0.9878699329999999,0.9868776530000002,0.807641187,0.815884401,8.704953879999987e-05,0.913184443
21,0.985091206,0.8498197620000001,0.9233186050000001,0.717667372,0.00041513655099999973,0.960922758
22,0.998888718,0.9868776530000002,0.835375878,0.815884401,0.00010330600500000055,0.912666739
23,0.949669984,0.8454003069999999,0.687187074,0.4504610949999999,0.0001136650599999986,0.998628574
24,0.998888718,0.9868776530000002,0.807641187,0.902261474,0.00010330600500000055,0.912666739
25,0.975815859,0.246956534,0.8788709969999999,0.27152908100000006,8.418695690000057e-05,0.9916844040000001
26,0.513595195,0.10536513899999989,0.73348526,0.203237388,0.00011944500499999965,0.977247132
27,0.9274109129999999,0.8868301069999999,0.9815080429999999,0.30580802099999993,0.00010039402999999735,0.9940116580000001
28,0.973777777,0.2173852610000001,0.8655541089999998,0.22833618299999997,0.00026226274499999976,0.9980864620000001
29,0.991447687,0.8385992880000004,0.7473308739999999,0.8963357129999999,5.0792567800002366e-05,0.65777943
30,0.999338319,0.9759053479999998,0.753704536,0.8946625759999999,0.00010505548999999833,0.857815877
31,0.997870073,0.9102439149999999,0.937796724,0.6607337979999999,3.422854940000152e-05,0.9087839640000002
32,0.973777777,0.7653226959999999,0.815854233,0.297860932,9.210604570000277e-05,0.992033651
33,0.9764835740000001,0.8470292850000001,0.684258937,0.696245449,0.00011876020999999787,0.961504987
34,0.997012227,0.94789874,0.798190791,0.973523168,0.0001565892729999993,0.65924707
35,0.998898617,0.989832562,0.807641187,0.902261474,7.193083360000009e-05,0.5048901320000001
36,0.9744748179999999,0.2173852610000001,0.881014028,0.288873781,7.251904550000196e-05,0.984472798
37,0.949669984,0.2510463079999999,0.764524327,0.40126101900000005,0.00013878272099999744,0.97013839
38,0.975815859,0.818246823,0.754981287,0.711698971,8.418695690000057e-05,0.9916844040000001
39,0.910076905,0.9545945000000002,0.734281176,0.8135919059999999,1.5012773599997232e-05,0.9502508040000001
40,0.998898617,0.99058573,0.832843689,0.902261474,7.193083360000009e-05,0.5048901320000001
41,0.991447687,0.8385992880000004,0.8406256529999999,0.8963357129999999,5.0792567800002366e-05,0.65777943
42,0.992612913,0.8456384960000001,0.8939269730000001,0.4504610949999999,0.00011297082100000211,0.998628574
43,0.39355799,0.18870800400000007,0.730669415,0.203119331,0.0001453539970000026,0.99247716
44,0.512337906,0.2008692550000001,0.750083794,0.21632970600000004,9.064469780000293e-05,0.9767687840000001
45,0.986949842,0.976393168,0.753704536,0.895175019,1.0051678399997463e-05,0.45027721700000006
46,0.960773428,0.168174963,0.8702126200000001,0.203237388,0.0004078719979999983,0.986899274
47,0.513595195,0.10536513899999989,0.972717906,0.20601878399999995,0.00011944500499999965,0.977247132
48,0.969054817,0.1461474549999999,0.763665462,0.302670647,0.00030617824100000093,0.997542165
49,0.994744873,0.510483357,0.745626849,0.483410103,0.00044334255599999875,0.95184314
50,0.949669984,0.9820992040000001,0.76448018,0.416274611,0.00036310451700000124,0.97013839
51,0.988262227,0.22860952999999995,0.887492888,0.307920836,6.746457029999748e-05,0.9916844040000001
52,0.99953649,0.9788562760000001,0.808381585,0.4535370249999999,0.0002977868079999976,0.981886777
53,0.999405392,0.2510463079999999,0.8678334090000001,0.40126101900000005,0.00013878272099999744,0.97013839
54,0.980743788,0.8470799239999999,0.737886921,0.696245449,1.473897790000247e-05,0.986557287
55,0.9917993540000001,0.9451678080000001,0.897635816,0.898039139,0.00015673985999999725,0.224802511
56,0.981789839,0.151383613,0.89651615,0.285356659,0.00036487133199999993,0.979043752
57,0.5136028929999998,0.10536513899999989,0.749694239,0.261144875,0.00011946051700000178,0.9772285319999999
58,0.985791986,0.168174963,0.9861903929999999,0.203237388,0.0004078719979999983,0.986899274
59,0.9274109129999999,0.8868301069999999,0.741067439,0.303026626,0.00010039402999999735,0.9940116580000001
60,0.43153367800000003,0.2534526220000001,0.755153093,0.21235437300000004,0.0001382443169999972,0.991551795
61,0.616609311,0.147200707,0.904387435,0.251844901,1.0297506599999905e-05,0.994994453
62,0.946486385,0.99058573,0.761461483,0.902261474,7.193083360000009e-05,0.5048901320000001
63,0.95191695,0.9915960819999999,0.50279728,0.885845934,0.0004944932569999984,0.998977038
64,0.845715162,0.246956534,0.8788709969999999,0.260330268,8.84472786999987e-05,0.9920296700000001
65,0.9996451409999999,0.976393168,0.787070981,0.805453798,7.368031790000055e-05,0.57686747
66,0.919896457,0.2510463079999999,0.764524327,0.401102954,0.00013878272099999744,0.97013839
67,0.531682351,0.103914494,0.8396624760000001,0.217617103,9.064469780000293e-05,0.9767687840000001
68,0.990053653,0.246956534,0.9819231129999999,0.27152908100000006,0.00010088217500000108,0.9916844040000001
69,0.997347623,0.498126885,0.650107055,0.286484467,5.914791640000125e-05,0.966828433
70,0.977716692,0.19798000000000013,0.870597909,0.21235437300000004,0.0003663851280000017,0.991551795
71,0.892912237,0.18439227400000002,0.730669415,0.2000397,0.0001453539970000026,0.99247716
72,0.975815859,0.818246823,0.640352892,0.718794731,8.418695690000057e-05,0.993297706
73,0.993234808,0.844727683,0.986929833,0.604457211,4.8013111599997e-05,0.982213878
74,0.9989616570000001,0.510483357,0.813955214,0.483410103,0.0004503312309999995,0.95184314
75,0.513595195,0.10536513899999989,0.731790814,0.206198983,0.00011944500499999965,0.977247132
76,0.513576758,0.16963844800000008,0.730669415,0.203119331,0.0001453539970000026,0.9896044190000001
77,0.9996451409999999,0.9758800319999998,0.787070981,0.805453798,7.368031790000055e-05,0.844110943
78,0.811290814,0.2173852610000001,0.8952604599999999,0.133173019,7.251904550000196e-05,0.984472798
79,0.9974975789999999,0.95117269,0.696271396,0.8069878519999999,3.434543349999801e-05,0.07350825849999998
80,0.939443358,0.30850403599999987,0.740840092,0.318003642,0.00010098315900000231,0.9916844040000001
81,0.988103463,0.22860952999999995,0.887492888,0.265451177,6.746457029999748e-05,0.9916844040000001
82,0.999338319,0.976418484,0.753704536,0.8946625759999999,0.00010505548999999833,0.583653867
83,0.513595195,0.168174963,0.8713410030000001,0.203237388,9.710489980000069e-05,0.997828014
84,0.9923947190000001,0.889031598,0.9949189479999999,0.8963357129999999,5.0792567800002366e-05,0.65777943
85,0.39355799,0.18870800400000007,0.738365666,0.203119331,0.0001453539970000026,0.99247716
